date,killer,time,map,kills,bloodpoints,salt,addon1,addon2,perk1,perk2,perk3,perk4,crossplay,platform,notes
2021-05-27,Pig,638,Shelter Woods,1,17671,0,Last Will,Bag of Gears,BBQ,Whispers,Bamboozle,Enduring,1,PC,
2021-05-28,Pig,626,Wrecker's Yard,4,28782,0,Tampered Timer,Crate of Gears,BBQ,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-28,Pig,650,Haddonfield,2,22496,1,Last Will,Bag of Gears,BBQ,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-28,Pig,750,Temple of Purgation,4,27944,0,Last Will,Bag of Gears,BBQ,Pop,Enduring,Spirit Fury,1,PC,
2021-05-28,Freddy,811,Torment Creek,1,24971,0,Outdoor Rope,Wool Shirt,Remember Me,Blood Warden,Fire Up,None,1,PC,
2021-05-28,Legion,1212,Blood Lodge,1,25711,0,Mural Sketch,Mischief List,BBQ,Pop,Surge,Bamboozle,1,PC,
2021-05-28,Ghostface,1253,Family Residence,3,27824,0,Chewed Pen,Olsen's Address Book,BBQ,Surge,Pop,Ruin,1,PC,
2021-05-28,Ghostface,1425,Suffocation Pit,3,26735,0,Chewed Pen,Olsen's Address Book,BBQ,Surge,Pop,Ruin,1,PC,
2021-05-28,Ghostface,1447,Azarov's Resting Place,4,31086,0,Chewed Pen,Olsen's Address Book,BBQ,Surge,Pop,Ruin,1,PC,
2021-05-28,Ghostface,1515,Torment Creek,3,28918,0,Chewed Pen,Olsen's Address Book,BBQ,Surge,Pop,Ruin,1,PC,
2021-05-28,Ghostface,1533,Ironworks of Misery,4,30630,0,Chewed Pen,Olsen's Address Book,BBQ,Surge,Pop,Ruin,1,PC,
2021-05-28,Ghostface,1554,Thompson House,4,32000,0,Chewed Pen,Olsen's Address Book,BBQ,Surge,Pop,Ruin,1,PC,
2021-05-28,Ghostface,1634,Badham Preschool,4,27788,0,Chewed Pen,Olsen's Address Book,BBQ,Surge,Pop,Ruin,1,PC,
2021-05-28,Ghostface,1702,Wrecker's Yard,3,28799,1,Chewed Pen,Olsen's Address Book,BBQ,Surge,Pop,Ruin,1,PC,
2021-05-28,Ghostface,1724,Rancid Abattoir,4,31185,0,Chewed Pen,Olsen's Address Book,BBQ,Surge,Pop,Ruin,1,PC,
2021-05-28,Ghostface,1745,Father Campbell's Chapel,2,28777,0,Chewed Pen,Olsen's Address Book,BBQ,Surge,Pop,Ruin,1,PC,
2021-05-28,Ghostface,2054,Mother's Dwelling,4,20279,0,Chewed Pen,Olsen's Address Book,BBQ,Surge,Pop,Ruin,1,PC,
2021-05-28,Ghostface,2216,Torment Creek,4,31137,1,Chewed Pen,Olsen's Address Book,Tinkerer,Surge,Pop,Ruin,1,PC,
2021-05-28,Ghostface,2247,Rancid Abattoir,3,30176,0,Chewed Pen,Olsen's Address Book,Tinkerer,Surge,Pop,Ruin,1,PC,
2021-05-29,Ghostface,626,Suffocation Pit,4,26146,0,Chewed Pen,Olsen's Address Book,BBQ,Surge,Pop,Ruin,1,PC,
2021-05-29,Pig,644,Shelter Woods,1,17346,0,Last Will,Bag of Gears,Monitor,Whispers,Enduring,Spirit Fury,1,PC,
2021-05-29,Ghostface,656,Grim Pantry,0,9454,0,Chewed Pen,Olsen's Address Book,BBQ,Surge,Pop,Ruin,1,PC,
2021-05-29,Spirit,714,Blood Lodge,0,19786,0,Yakuyoke Amulet,Dirty Uwabaki,BBQ,Surge,Pop,Ruin,1,PC,
2021-05-29,Ghostface,740,Sanctum of Wrath,4,27940,0,Chewed Pen,Olsen's Address Book,BBQ,Surge,Pop,Ruin,1,PC,
2021-05-29,Trapper,806,Fractured Cowshed,4,30600,0,Bloody Coil,Stitched Bag,BBQ,Surge,Pop,Ruin,1,PC,
2021-05-29,Ghostface,826,Hawkins,2,23378,0,Chewed Pen,Olsen's Address Book,BBQ,Surge,Pop,Ruin,1,PC,
2021-05-29,Ghostface,849,Groaning Storehouse,1,20301,0,Chewed Pen,Olsen's Address Book,BBQ,Surge,Pop,Ruin,1,PC,
2021-05-29,Ghostface,903,Family Residence,0,6474,0,Chewed Pen,Olsen's Address Book,BBQ,Nurse,Sloppy,Surge,1,PC,
2021-05-29,Legion,927,Temple of Purgation,1,27059,0,Etched Rule,Mischief List,BBQ,Bamboozle,Surge,Ruin,1,PC,
2021-05-29,Legion,1029,Haddonfield,1,30118,0,Etched Rule,Mischief List,BBQ,Bamboozle,Surge,Pop,1,PC,
2021-05-29,Ghostface,1050,Mother's Dwelling,1,24668,0,Chewed Pen,Olsen's Address Book,BBQ,Devour,Pop,Surge,1,PC,
2021-05-29,Ghostface,1110,Gas Heaven,2,24670,0,Chewed Pen,Olsen's Address Book,Whispers,Pop,Enduring,Spirit Fury,1,PC,
2021-05-29,Ghostface,1129,Suffocation Pit,2,22271,0,Walleyes Matchbook,Olsen's Address Book,Pop,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-29,Pig,1201,Midwich,4,29205,0,Last Will,Bag of Gears,Pop,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-29,Pig,1234,Grim Pantry,3,29101,0,Combat Straps,Video Tape,Pop,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-29,Pig,1251,Midwich,3,21603,1,Combat Straps,Video Tape,Pop,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-29,Pig,1312,Fractured Cowshed,3,24425,0,Combat Straps,Video Tape,Pop,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-29,Pig,1521,Thompson House,0,21729,0,Combat Straps,Video Tape,Devour,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-30,Pig,656,Midwich,4,30366,0,Combat Straps,Video Tape,Pop,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-30,Pig,747,Mother's Dwelling,2,19722,0,Combat Straps,Video Tape,Pop,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-30,Spirit,806,Badham Preschool,4,31425,0,Rusty Flute,Bloody Hair Brooch,BBQ,Stridor,Pop,Surge,1,PC,
2021-05-30,Pig,900,Rancid Abattoir,4,22702,0,Combat Straps,Video Tape,Devour,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-30,Pig,915,Fractured Cowshed,3,27950,0,Combat Straps,Video Tape,BBQ,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-30,Pig,935,Groaning Storehouse,4,29411,0,Jigsaw's Annotated Plan,Last Will,Pop,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-30,Pig,1122,Groaning Storehouse,4,31500,0,Jigsaw's Annotated Plan,Last Will,Pop,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-30,Pig,1154,Blood Lodge,3,30339,0,Jigsaw's Annotated Plan,Last Will,Pop,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-30,Ghostface,1233,Mother's Dwelling,1,19768,0,Walleyes Matchbook,Olsen's Address Book,Brutal,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-30,Ghostface,1251,Dead Dawg Saloon,0,23461,0,Lasting Perfume,Cheap Cologne,Brutal,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-30,Ghostface,1307,Family Residence,3,18946,0,Lasting Perfume,Driver's License,Brutal,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-30,Ghostface,1346,Father Campbell's Chapel,4,26450,0,Lasting Perfume,Driver's License,Brutal,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-30,Ghostface,1405,Father Campbell's Chapel,3,26249,0,Lasting Perfume,Driver's License,Brutal,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-30,Ghostface,1417,Ormond,3,20651,0,Lasting Perfume,Driver's License,Brutal,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-30,Ghostface,1448,Dead Dawg Saloon,2,21975,0,Lasting Perfume,Driver's License,Brutal,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-30,Ghostface,1504,Dead Dawg Saloon,4,26470,0,Driver's License,Victim's Detailed Routine,Brutal,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-30,Ghostface,1520,Dead Dawg Saloon,1,19300,0,Olsen's Address Book,Lasting Perfume,Brutal,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-30,Ghostface,1717,Sanctum of Wrath,4,28460,0,Olsen's Address Book,Lasting Perfume,Brutal,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-30,Ghostface,2207,Dead Dawg Saloon,3,25537,0,Caught on Tape,Lasting Perfume,Brutal,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-30,Ghostface,2232,Ironworks of Misery,4,27691,0,Caught on Tape,Lasting Perfume,Brutal,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-30,Ghostface,2256,Ormond,4,28606,0,Caught on Tape,Lasting Perfume,Brutal,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-30,Ghostface,2316,Grim Pantry,1,19249,0,Walleyes Matchbook,Cheap Cologne,Brutal,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-30,Pig,2256,Rancid Abattoir,4,22897,0,Jigsaw's Annotated Plan,Last Will,STBFL,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-31,Pig,56,Temple of Purgation,4,25320,0,Jigsaw's Annotated Plan,Jigsaw's Sketch,STBFL,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-31,Pig,122,Blood Lodge,3,21757,1,Bag of Gears,Last Will,STBFL,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-31,Ghostface,143,The Game,3,22001,0,Walleyes Matchbook,Cheap Cologne,Brutal,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-31,Ghostface,202,Haddonfield,2,26840,0,Walleyes Matchbook,Cheap Cologne,Brutal,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-31,Ghostface,222,Torment Creek,4,30043,0,Walleyes Matchbook,Cheap Cologne,Brutal,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-31,Ghostface,713,Torment Creek,2,21892,0,Walleyes Matchbook,Cheap Cologne,Brutal,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-31,Ghostface,727,Grim Pantry,1,21698,0,Chewed Pen,Olsen's Address Book,Brutal,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-31,Ghostface,747,Disturbed Ward,0,28476,0,Driver's License,Victim's Detailed Routine,Brutal,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-31,Ghostface,810,Sanctum of Wrath,4,27245,0,Leather Knife Sheath,Drop-Leg Knife Sheath,Brutal,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-05-31,Spirit,846,The Game,4,31900,0,Rusty Flute,Bloody Hair Brooch,BBQ,Stridor,Pop,Surge,1,PC,
2021-05-31,Ghostface,2350,Treatment Theater,4,29106,0,Olsen's Address Book,Walleyes Matchbook,Surge,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-06-01,Ghostface,10,Ironworks of Misery,3,25288,0,Olsen's Address Book,Walleyes Matchbook,Surge,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-06-01,Pig,25,Grim Pantry,4,23762,0,Jigsaw's Annotated Plan,Last Will,STBFL,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-06-01,Pig,205,Groaning Storehouse,2,18516,0,Jigsaw's Annotated Plan,Last Will,STBFL,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-06-01,Pig,221,Fractured Cowshed,4,28001,0,Combat Straps,Video Tape,STBFL,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-06-01,Pig,245,Fractured Cowshed,3,25734,0,Jigsaw's Annotated Plan,Jigsaw's Sketch,STBFL,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-06-01,Pig,308,Azarov's Resting Place,4,27601,0,Jigsaw's Annotated Plan,Last Will,STBFL,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-06-01,Pig,331,Torment Creek,4,23650,0,Tampered Timer,Crate of Gears,STBFL,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-06-01,Ghostface,355,Groaning Storehouse,3,28765,0,Olsen's Address Book,Walleyes Matchbook,Brutal,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-06-01,Pig,414,Torment Creek,3,25361,0,Last Will,Crate of Gears,STBFL,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-06-01,Ghostface,431,Rancid Abattoir,2,23991,1,Cheap Cologne,Walleyes Matchbook,Brutal,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-06-01,Ghostface,445,Rotten Fields,1,18569,0,Cheap Cologne,Walleyes Matchbook,Brutal,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-06-01,Ghostface,503,Haddonfield,1,19276,0,Chewed Pen,Olsen's Address Book,Brutal,Bamboozle,Enduring,STBFL,1,PC,
2021-06-01,Pig,522,Groaning Storehouse,2,25768,1,Combat Straps,Video Tape,STBFL,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-06-01,Pig,543,Temple of Purgation,3,25128,3,Box of Gears,Last Will,STBFL,Bamboozle,Enduring,Brutal,1,PC,
2021-06-01,Pig,616,Ormond,1,23961,0,Box of Gears,Last Will,STBFL,Bamboozle,Enduring,Brutal,1,PC,
2021-06-01,Pig,628,Azarov's Resting Place,4,20428,0,Box of Gears,Last Will,STBFL,Spirit Fury,Enduring,Brutal,1,PC,
2021-06-01,Pig,807,Azarov's Resting Place,3,23818,0,Bag of Gears,Last Will,STBFL,Bamboozle,Enduring,Brutal,1,PC,
2021-06-01,Pig,1225,Torment Creek,2,23927,0,Last Will,Bag of Gears,STBFL,Bamboozle,Enduring,Brutal,1,PC,
2021-06-01,Pig,1246,Hawkins,3,28717,0,Last Will,Bag of Gears,STBFL,Bamboozle,Enduring,Brutal,1,PC,
2021-06-01,Pig,1246,Azarov's Resting Place,3,23136,0,Jigsaw's Annotated Plan,Last Will,STBFL,Bamboozle,Enduring,Brutal,1,PC,
2021-06-01,Pig,1325,Badham Preschool,4,31900,0,Bag of Gears,Last Will,STBFL,Bamboozle,Enduring,Brutal,1,PC,
2021-06-01,Pig,1402,Treatment Theater,3,13083,0,John's Medical File,Video Tape,STBFL,Bamboozle,Enduring,Brutal,1,PC,
2021-06-01,Pig,1422,Mother's Dwelling,4,29654,0,Bag of Gears,Last Will,STBFL,Bamboozle,Enduring,Brutal,1,PC,
2021-06-01,Pig,1543,Fractured Cowshed,4,30078,0,Video Tape,John's Medical File,STBFL,Bamboozle,Enduring,Brutal,1,PC,
2021-06-01,Pig,1559,Torment Creek,1,26894,0,Video Tape,John's Medical File,STBFL,Bamboozle,Enduring,Brutal,1,PC,
2021-06-01,Pig,1618,Ormond,4,27936,0,Video Tape,John's Medical File,STBFL,Bamboozle,Enduring,Brutal,1,PC,
2021-06-01,Pig,1637,Badham Preschool,2,25993,0,Video Tape,John's Medical File,STBFL,Bamboozle,Enduring,Brutal,1,PC,
2021-06-02,Pig,330,Family Residence,2,28933,1,Video Tape,John's Medical File,STBFL,Bamboozle,Enduring,Brutal,1,PC,
2021-06-02,Ghostface,409,Family Residence,4,32000,0,Chewed Pen,Olsen's Address Book,Brutal,Bamboozle,Enduring,STBFL,1,PC,
2021-06-02,Trapper,434,Rancid Abattoir,0,23360,0,Bloody Coil,Trapper Bag,Agitation,Iron Grasp,Pop,Ruin,1,PC,
2021-06-02,Ghostface,503,Midwich,3,28704,0,Chewed Pen,Olsen's Address Book,Brutal,Bamboozle,Enduring,Spirit Fury,1,PC,
2021-06-02,Pig,522,Shelter Woods,1,19953,1,Last Will,Bag of Gears,STBFL,Bamboozle,Enduring,Brutal,1,PC,
2021-06-02,Spirit,543,Dead Dawg Saloon,4,30552,0,Rusty Flute,Bloody Hair Brooch,BBQ,Stridor,Pop,Surge,1,PC,
2021-06-02,Ghostface,607,Coal Tower,3,21550,0,Chewed Pen,Olsen's Address Book,BBQ,Discordance,Devour,Tinkerer,1,PC,
2021-06-02,Ghostface,626,Fractured Cowshed,4,27705,0,Olsen's Address Book,Walleyes Matchbook,Discordance,Thanatophobia,Thrill,Devour,1,PC,
2021-06-02,Ghostface,647,Midwich,3,25055,0,Chewed Pen,Olsen's Address Book,Discordance,Thanatophobia,Thrill,Devour,1,PC,
2021-06-02,Ghostface,704,Family Residence,4,26171,1,Chewed Pen,Olsen's Address Book,Discordance,Thanatophobia,Thrill,Devour,1,PC,
2021-06-02,Ghostface,800,Grim Pantry,1,21368,0,Driver's License,Victim's Detailed Routine,Discordance,Thanatophobia,Thrill,Devour,1,PC,
2021-06-02,Ghostface,830,Groaning Storehouse,4,31221,0,Driver's License,Victim's Detailed Routine,Discordance,Thanatophobia,Thrill,Devour,1,PC,
2021-06-02,Ghostface,1157,Treatment Theater,4,28590,0,Driver's License,Victim's Detailed Routine,Discordance,Thanatophobia,Thrill,Devour,1,PC,
2021-06-02,Ghostface,1217,Gas Heaven,4,31400,0,Olsen's Address Book,Walleyes Matchbook,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-02,Ghostface,1238,Haddonfield,4,24623,0,Chewed Pen,Olsen's Address Book,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-02,Ghostface,1257,Family Residence,1,27107,0,Chewed Pen,Olsen's Address Book,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-02,Ghostface,1315,Family Residence,4,26981,0,Chewed Pen,Olsen's Address Book,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-02,Ghostface,1331,Pale Rose,4,26846,0,Chewed Pen,Olsen's Address Book,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-02,Ghostface,1346,Thompson House,4,20651,0,Chewed Pen,Olsen's Address Book,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-02,Ghostface,1403,Family Residence,4,25895,0,Chewed Pen,Olsen's Address Book,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-02,Ghostface,1422,Ormond,4,23667,0,Chewed Pen,Olsen's Address Book,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-02,Ghostface,1444,Gas Heaven,4,27682,0,Chewed Pen,Olsen's Address Book,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-02,Ghostface,1559,Blood Lodge,4,21911,0,Chewed Pen,Olsen's Address Book,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-02,Ghostface,1806,Grim Pantry,4,29850,0,Walleyes Matchbook,Olsen's Address Book,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-02,Ghostface,1835,Shelter Woods,3,29857,0,Walleyes Matchbook,Olsen's Address Book,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-03,Ghostface,450,Rotten Fields,0,17258,0,Driver's License,Victim's Detailed Routine,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-03,Ghostface,516,Sanctum of Wrath,4,23165,0,Driver's License,Victim's Detailed Routine,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-03,Ghostface,533,Grim Pantry,3,22374,0,Olsen's Address Book,Walleyes Matchbook,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-03,Ghostface,621,Blood Lodge,0,16739,0,Olsen's Address Book,Walleyes Matchbook,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-03,Spirit,638,The Game,3,27989,0,Rusty Flute,Bloody Hair Brooch,Stridor,Sloppy,Pop,Surge,1,PC,
2021-06-03,Ghostface,954,Shelter Woods,4,23838,0,Olsen's Address Book,Walleyes Matchbook,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-03,Ghostface,1021,Sanctum of Wrath,4,32000,0,Olsen's Address Book,Walleyes Matchbook,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-03,Ghostface,1206,Grim Pantry,3,24244,0,Olsen's Address Book,Walleyes Matchbook,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-03,Ghostface,1513,Midwich,4,25929,0,Olsen's Address Book,Walleyes Matchbook,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-03,Pig,1230,Rotten Fields,3,22614,0,Last Will,Bag of Gears,STBFL,Bamboozle,Enduring,Brutal,1,PC,
2021-06-03,Ghostface,1530,Shelter Woods,2,25346,0,Chewed Pen,Olsen's Address Book,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-03,Ghostface,1550,Father Campbell's Chapel,4,30439,0,Chewed Pen,Olsen's Address Book,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-03,Ghostface,1609,The Game,4,25849,0,Chewed Pen,Olsen's Address Book,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-03,Ghostface,1632,Blood Lodge,1,18940,0,Chewed Pen,Olsen's Address Book,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-03,Ghostface,1648,The Game,4,25735,0,Chewed Pen,Driver's License,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-03,Ghostface,1715,Shelter Woods,1,25967,0,Victim's Detailed Routine,Caught on Tape,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-03,Ghostface,1731,Blood Lodge,2,20524,0,Victim's Detailed Routine,Caught on Tape,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-03,Ghostface,1731,Rancid Abattoir,2,20796,0,Victim's Detailed Routine,Caught on Tape,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-03,Ghostface,1731,Rancid Abattoir,2,20796,0,Victim's Detailed Routine,Caught on Tape,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-04,Pig,1027,Rancid Abattoir,0,22039,1,Last Will,Jigsaw's Sketch,Spirit Fury,Bamboozle,Enduring,Brutal,1,PC,
2021-06-04,Pig,1044,Coal Tower,4,26606,0,Last Will,Jigsaw's Sketch,Spirit Fury,Bamboozle,Enduring,Brutal,1,PC,
2021-06-04,Ghostface,1058,Wrecker's Yard,0,8962,1,Victim's Detailed Routine,Walleyes Matchbook,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-04,Spirit,1117,Wretched Shop,2,24646,0,Rusty Flute,Bloody Hair Brooch,Stridor,Sloppy,Pop,Surge,1,PC,
2021-06-04,Spirit,1141,The Game,4,29750,0,Yakuyoke Amulet,Dirty Uwabaki,Thanatophobia,Thrill,Undying,Devour,1,PC,
2021-06-04,Spirit,1207,Badham Preschool,0,19054,0,Yakuyoke Amulet,Muddy Sports Day Cap,Thanatophobia,Thrill,Undying,Devour,1,PC,
2021-06-04,Huntress,1230,Blood Lodge,0,25109,0,Infantry Belt,Oak Haft,BBQ,Whispers,Nurse,Iron Maiden,1,PC,
2021-06-04,Ghostface,1248,Rancid Abattoir,2,18541,2,Walleyes Matchbook,Cheap Cologne,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-04,Ghostface,1315,Shelter Woods,1,22218,0,Chewed Pen,Walleyes Matchbook,Nurse,Sloppy,Surge,Discordance,1,PC,
2021-06-04,Ghostface,1331,Sanctum of Wrath,4,23440,0,Chewed Pen,Lasting Perfume,Nurse,Sloppy,Surge,Discordance,1,PC,
2021-06-04,Ghostface,1358,Badham Preschool,3,30356,0,Chewed Pen,Olsen's Address Book,Nurse,Sloppy,Surge,Discordance,1,PC,
2021-06-04,Ghostface,1420,Family Residence,4,31158,4,Lasting Perfume,Cheap Cologne,Nurse,Sloppy,Surge,Discordance,1,PC,
2021-06-04,Pig,1511,Temple of Purgation,4,25020,1,Box of Gears,Tampered Timer,Brutal,Bamboozle,Enduring,STBFL,1,PC,
2021-06-04,Pig,1526,Torment Creek,4,25689,0,Jigsaw's Annotated Plan,Jigsaw's Sketch,BBQ,Pop,Brutal,Enduring,1,PC,
2021-06-04,Pig,1541,Dead Dawg Saloon,0,24779,0,Jigsaw's Annotated Plan,Jigsaw's Sketch,BBQ,Bamboozle,Brutal,Enduring,1,PC,
2021-06-04,Pig,1608,Grim Pantry,3,26579,0,Jigsaw's Annotated Plan,Jigsaw's Sketch,BBQ,Pop,Bamboozle,Enduring,1,PC,
2021-06-04,Pig,1635,Temple of Purgation,4,30861,0,Tampered Timer,Crate of Gears,BBQ,Pop,Bamboozle,Enduring,1,PC,
2021-06-05,Pig,1209,Ironworks of Misery,3,26577,0,Jigsaw's Annotated Plan,Crate of Gears,BBQ,Pop,Bamboozle,Enduring,1,PC,
2021-06-05,Pig,1521,Dead Dawg Saloon,2,19776,0,Combat Straps,Video Tape,BBQ,Pop,Bamboozle,Enduring,1,PC,
2021-06-05,Ghostface,1540,Haddonfield,4,26986,0,Walleyes Matchbook,Lasting Perfume,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-06,Pig,727,Temple of Purgation,4,31500,0,Combat Straps,Video Tape,Monitor,Whispers,Pop,Enduring,1,PC,
2021-06-06,Ghostface,747,Temple of Purgation,3,22309,0,Walleyes Matchbook,Olsen's Address Book,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-06,Ghostface,805,Groaning Storehouse,3,23676,0,Walleyes Matchbook,Olsen's Address Book,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-06,Ghostface,835,Torment Creek,3,24858,0,Chewed Pen,Olsen's Address Book,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-06,Ghostface,905,Blood Lodge,3,28128,0,Chewed Pen,Olsen's Address Book,Thanatophobia,Undying,Thrill,Devour,1,PC,
2021-06-06,Ghostface,1502,Gas Heaven,4,27429,1,Chewed Pen,Olsen's Address Book,BBQ,Undying,Thrill,Devour,1,PC,
2021-06-06,Spirit,1519,Azarov's Resting Place,4,27013,0,Bloody Hair Brooch,Rusty Flute,Thanatophobia,Thrill,Undying,Devour,1,PC,
2021-06-06,Pig,1544,Pale Rose,2,24088,0,Combat Straps,Video Tape,BBQ,Pop,Spirit Fury,Enduring,1,PC,
2021-06-08,Doctor,2023,Midwich,4,28288,1,Maple Knight,None,Overwhelming Presence,None,None,None,1,PC,
2021-06-08,Trickster,2027,Shelter Woods,0,23127,0,Trick Pouch,Killing Part Chords,Beast of Prey,Thanatophobia,Nurse,Discordance,1,PC,
2021-06-07,Spirit,800,Groaning Storehouse,4,28900,0,Bloody Hair Brooch,Rusty Flute,Thanatophobia,Thrill,Undying,Devour,1,PC,
2021-06-07,Pig,826,Fractured Cowshed,2,22529,0,Combat Straps,Video Tape,BBQ,Pop,Brutal,Enduring,1,PC,
2021-06-07,Pig,1016,Temple of Purgation,4,26516,0,Combat Straps,Video Tape,BBQ,Pop,Brutal,Enduring,1,PC,
2021-06-07,Pig,1148,Ormond,4,29739,0,Tampered Timer,Crate of Gears,BBQ,Bamboozle,Brutal,Enduring,1,PC,
2021-06-07,Pig,1444,Family Residence,2,21536,0,Tampered Timer,Crate of Gears,BBQ,Bamboozle,Brutal,Enduring,1,PC,
2021-06-06,Ghostface,1459,Fractured Cowshed,4,19657,0,Driver's License,Victim's Detailed Routine,BBQ,Undying,Thrill,Devour,1,PC,
2021-06-06,Ghostface,1513,Family Residence,4,27430,0,Chewed Pen,Driver's License,BBQ,Undying,Thrill,Devour,1,PC,
2021-06-06,Ghostface,1542,Dead Dawg Saloon,4,25677,0,Chewed Pen,Driver's License,BBQ,Undying,Thrill,Devour,1,PC,
2021-06-06,Ghostface,1557,Badham Preschool,4,22181,0,Chewed Pen,Driver's License,BBQ,Undying,Thrill,Devour,1,PC,
2021-06-06,Ghostface,1615,Sanctum of Wrath,4,28501,0,Chewed Pen,Driver's License,BBQ,Undying,Thrill,Devour,1,PC,
2021-06-06,Ghostface,1637,The Game,4,29934,0,Chewed Pen,Driver's License,BBQ,Undying,Thrill,Devour,1,PC,
